school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
KRANJI SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE CLUB,MEDIA INNOVATION
KRANJI SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,EARTH WATCH,ENVIRONMENT SERVICE LEARNING (ECOS)
KRANJI SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ARTS AND INNOVATION CLUB,ART CLUB
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,VISUAL ARTS CLUB
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,BOARD GAMES CLUB,MIND GAMES CLUB
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SWIMMING,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,NATIONAL POLICE CADET CORPS
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,DANCE - CONTEMPORARY
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOM CLUB,na
LAKESIDE PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,BAND - CONCERT,
LAKESIDE PRIMARY SCHOOL,,PHYSICAL SPORTS,CHESS CLUB - INTERNATIONAL,
LAKESIDE PRIMARY SCHOOL,,PHYSICAL SPORTS,SAILING,
LAKESIDE PRIMARY SCHOOL,,PHYSICAL SPORTS,RUGBY,
LAKESIDE PRIMARY SCHOOL,,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,
LIANHUA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,SPORTS ACADEMY - BASKETBALL
LIANHUA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
LIANHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GAMELAN,GAMELAN
LIANHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
LIANHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
LIANHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
LIANHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
LIANHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
LIANHUA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
LIANHUA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,COOL SCIENCE CLUB
LOYANG VIEW SECONDARY SCHOOL,,PHYSICAL SPORTS,CROSS COUNTRY,
LOYANG VIEW SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,CHOIR,
LOYANG VIEW SECONDARY SCHOOL,,PHYSICAL SPORTS,ARTISTIC GYMNASTICS,
LOYANG VIEW SECONDARY SCHOOL,,UNIFORMED GROUPS,GIRLS' BRIGADE,
LOYANG VIEW SECONDARY SCHOOL,,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,
MAHA BODHI SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
MAHA BODHI SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
MAHA BODHI SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
MAHA BODHI SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
MAHA BODHI SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
MAHA BODHI SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
MAHA BODHI SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,GUZHENG
MAHA BODHI SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
MAHA BODHI SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
MAHA BODHI SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
MAHA BODHI SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,SYMPHONIC BAND
MAHA BODHI SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
MAHA BODHI SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,LION DANCE TROUPE,LION DANCE
MAHA BODHI SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
MAHA BODHI SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENGLISH SOCIETY,DEBATING CLUB
MAHA BODHI SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIBRARY,LIBRARY (MRL) CLUB
MAHA BODHI SCHOOL,PRIMARY,CLUBS AND SOCIETIES,HOME ECONOMICS,HOMEC CLUB
MAHA BODHI SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INNOVATION AND ENTERPRISE CLUB,I & E CLUB
MAHA BODHI SCHOOL,PRIMARY,CLUBS AND SOCIETIES,SCIENCE CLUB,ENVIRONMENTAL & SCIENCE CLUB
MANJUSRI SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
MANJUSRI SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
MANJUSRI SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
MANJUSRI SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
MANJUSRI SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,na
MANJUSRI SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
MANJUSRI SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
MANJUSRI SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
MANJUSRI SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
MANJUSRI SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
MANJUSRI SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
MANJUSRI SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
MANJUSRI SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
MANJUSRI SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INTERACT CLUB,na
MANJUSRI SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY SOCIETY,na
MANJUSRI SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,CABIN,CABIN CLUB
MANJUSRI SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MEDIA CLUB,na
MARIS STELLA HIGH SCHOOL,,VISUAL AND PERFORMING ARTS,CHOIR,
MARIS STELLA HIGH SCHOOL,,PHYSICAL SPORTS,SOFTBALL,
MARIS STELLA HIGH SCHOOL,,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,
MARIS STELLA HIGH SCHOOL,,UNIFORMED GROUPS,BOYS' BRIGADE,
MARIS STELLA HIGH SCHOOL,,PHYSICAL SPORTS,BADMINTON,
MARIS STELLA HIGH SCHOOL,,CLUBS AND SOCIETIES,WEIQI CLUB,
MARSILING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RUGBY,na
MARSILING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
MARSILING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
MARSILING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
MARSILING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
MARSILING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - PERCUSSION,PERCUSSION ENSEMBLE
MARSILING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
MARSILING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
MARSILING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
MARSILING SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SCRABBLE CLUB,na
MARSILING SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
MARSILING SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,HOCKEY,na
MARSILING SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
MARSILING SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
MARSILING SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
MARSILING SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,RED CROSS YOUTH
MARSILING SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (SEA),na
MARSILING SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
MARSILING SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,INTERNATIONAL DANCE
MARSILING SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
MARSILING SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA SOCIETY
MARSILING SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
MARSILING SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
MARSILING SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LIBRARY COUNCIL,na
MARSILING SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO VIDEO AND INFORMATION TECHNOLOGY CLUB,AVA / INFOCOMM CLUB
MARYMOUNT CONVENT SCHOOL,,UNIFORMED GROUPS,BOYS' BRIGADE,
MARYMOUNT CONVENT SCHOOL,,PHYSICAL SPORTS,SOFTBALL,
MARYMOUNT CONVENT SCHOOL,,CLUBS AND SOCIETIES,CHRISTIAN SOCIETY,
MARYMOUNT CONVENT SCHOOL,,PHYSICAL SPORTS,ROBOTICS CLUB,
MARYMOUNT CONVENT SCHOOL,,VISUAL AND PERFORMING ARTS,CHOIR,
MARYMOUNT CONVENT SCHOOL,,PHYSICAL SPORTS,PREFECTORIAL BOARD,
MAYFLOWER PRIMARY SCHOOL,,CLUBS AND SOCIETIES,DEBATING AND ORATORICAL SOCIETY,
MAYFLOWER PRIMARY SCHOOL,,CLUBS AND SOCIETIES,CHRISTIAN FELLOWSHIP,
MAYFLOWER PRIMARY SCHOOL,,PHYSICAL SPORTS,SWIMMING,
MAYFLOWER PRIMARY SCHOOL,,CLUBS AND SOCIETIES,POTTERY CLUB,
MAYFLOWER PRIMARY SCHOOL,,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,
MAYFLOWER SECONDARY SCHOOL,SECONDARY,OTHERS,STUDENTS' COUNCIL,STUDENT LEADERS' BOARD
MAYFLOWER SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
MAYFLOWER SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
MAYFLOWER SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
MAYFLOWER SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
MAYFLOWER SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TAEKWONDO,na
MAYFLOWER SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TEN-PIN BOWLING,na
MAYFLOWER SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
MAYFLOWER SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
MAYFLOWER SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
MAYFLOWER SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ENSEMBLES
MAYFLOWER SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
MAYFLOWER SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
MAYFLOWER SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
MAYFLOWER SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
MAYFLOWER SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
MAYFLOWER SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,COMPUTER CLUB,INFOCOMM CLUB
MAYFLOWER SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE CLUB,LITERARY & ORATORICAL CLUB
MAYFLOWER SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENTREPRENEUR CLUB,ENTERPRISE CLUB
MEE TOH SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
MEE TOH SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
MEE TOH SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
MEE TOH SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
MEE TOH SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,ODYSSEY CUB SCOUTS
MEE TOH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
MEE TOH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
MEE TOH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
MEE TOH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
MEE TOH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
MEE TOH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
MEE TOH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
MEE TOH SCHOOL,PRIMARY,CLUBS AND SOCIETIES,PHILATELIC SOCIEY,YOUNG PHILATELIST CLUB
MEE TOH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CALLIGRAPHY CLUB,na
MEE TOH SCHOOL,PRIMARY,CLUBS AND SOCIETIES,EDITORIAL BOARD,na
MEE TOH SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
MEE TOH SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIBRARY,na
MEE TOH SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,ENVIRONMENTAL SCIENCE CLUB
MEE TOH SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,INFOCOMM CLUB
MEE TOH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE SPEECH AND DRAMA CLUB,na
MERIDIAN PRIMARY SCHOOL,,UNIFORMED GROUPS,GIRL GUIDES,
MERIDIAN PRIMARY SCHOOL,,PHYSICAL SPORTS,IT CLUB,
MERIDIAN PRIMARY SCHOOL,,VISUAL AND PERFORMING ARTS,BROWNIES,
MERIDIAN PRIMARY SCHOOL,,PHYSICAL SPORTS,TRACK & FIELD,
MERIDIAN PRIMARY SCHOOL,,UNIFORMED GROUPS,GIRLS' BRIGADE,
MERIDIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,RED CROSS YOUTH
MERIDIAN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
MERIDIAN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,NCDCC
MERIDIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - ANGKLUNG/KULINTANG,MERIDIAN NUSANTARA ORCHESTRA
MERIDIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,DANCE CLUB
MERIDIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA & DEBATING SOCIETY
MERIDIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,SYMPHONIC BAND
MERIDIAN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE AND IT CLUB,MEDIA CLUB
METHODIST GIRLS' SCHOOL (PRIMARY),,VISUAL AND PERFORMING ARTS,BAND - MILITARY,
METHODIST GIRLS' SCHOOL (PRIMARY),,VISUAL AND PERFORMING ARTS,CHOIR,
METHODIST GIRLS' SCHOOL (PRIMARY),,UNIFORMED GROUPS,FLOORBALL,
METHODIST GIRLS' SCHOOL (PRIMARY),,VISUAL AND PERFORMING ARTS,NCC(AIR),
METHODIST GIRLS' SCHOOL (PRIMARY),,PHYSICAL SPORTS,BASKETBALL,
METHODIST GIRLS' SCHOOL (PRIMARY),,VISUAL AND PERFORMING ARTS,BAND - BRASS,
METHODIST GIRLS' SCHOOL (SECONDARY),,PHYSICAL SPORTS,BADMINTON,
METHODIST GIRLS' SCHOOL (SECONDARY),,PHYSICAL SPORTS,SAILING,
METHODIST GIRLS' SCHOOL (SECONDARY),,VISUAL AND PERFORMING ARTS,DANCE - BALLET,
METHODIST GIRLS' SCHOOL (SECONDARY),,PHYSICAL SPORTS,FOOTBALL,
METHODIST GIRLS' SCHOOL (SECONDARY),,VISUAL AND PERFORMING ARTS,CHOIR,
METHODIST GIRLS' SCHOOL (SECONDARY),,CLUBS AND SOCIETIES,GREEN CLUB,
MILLENNIA INSTITUTE,,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,
MILLENNIA INSTITUTE,,PHYSICAL SPORTS,BASKETBALL,
MILLENNIA INSTITUTE,,PHYSICAL SPORTS,SAILING,
MILLENNIA INSTITUTE,,UNIFORMED GROUPS,BOYS' BRIGADE,
MILLENNIA INSTITUTE,,CLUBS AND SOCIETIES,ROBOTICS CLUB,
MONTFORT JUNIOR SCHOOL,,PHYSICAL SPORTS,FOOTBALL,
MONTFORT JUNIOR SCHOOL,,PHYSICAL SPORTS,SOFTBALL,
MONTFORT JUNIOR SCHOOL,,VISUAL AND PERFORMING ARTS,BAND - CONCERT,
MONTFORT JUNIOR SCHOOL,,CLUBS AND SOCIETIES,CIVIL DEFENCE CLUB,
MONTFORT JUNIOR SCHOOL,,PHYSICAL SPORTS,BADMINTON,
MONTFORT SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
MONTFORT SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
MONTFORT SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,RUGBY,na
MONTFORT SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
MONTFORT SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
MONTFORT SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TAEKWONDO,na
MONTFORT SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,na
MONTFORT SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
MONTFORT SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
MONTFORT SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
MONTFORT SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na
MONTFORT SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
MONTFORT SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - MILITARY,na
MONTFORT SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,DANCE CLUB
MONTFORT SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO & VIDEO/ PA CLUB,IDMA CLUB (AV)
MONTFORT SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LDDS - ENGLISH,DRAMA CLUB
MONTFORT SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,na
MONTFORT SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,YOUNG CHRISTIAN SOCIETY,na
MONTFORT SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOM CLUB,IDMA CLUB (INFO COMM)
NAN CHIAU HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
NAN CHIAU HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
NAN CHIAU HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
NAN CHIAU HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,na
NAN CHIAU HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
NAN CHIAU HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,na
NAN CHIAU HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
NAN CHIAU HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
NAN CHIAU HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
NAN CHIAU HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
NAN CHIAU HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,STRING ORCHESTRA
NAN CHIAU HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,WIND ORCHESTRA
